,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/03,1,1,13:00,三ツ沢,横浜FC,3,2,甲府,Ｊスカイスポーツ（録）,3652
1,03/03,1,2,13:01,等々力,川崎Ｆ,1,1,湘南,スカイパーフェクＴＶ！（録）,5159
2,03/03,1,3,14:00,ひたちな,水戸,0,1,新潟,スカイパーフェクＴＶ！（録）,3018
3,03/03,1,4,14:03,大宮,大宮,1,1,鳥栖,スカイパーフェクＴＶ！（録）,4567
4,03/03,1,5,14:03,長居２,Ｃ大阪,6,0,山形,スカイパーフェクＴＶ！,6755
5,03/03,1,6,15:36,博多球,福岡,1,2,大分,ＮＨＫ福岡／Ｊスカイスポーツ,10583
0,03/09,2,1,14:00,等々力,川崎Ｆ,2,0,大宮,スカイパーフェクＴＶ！（録）,3433
1,03/09,2,2,14:04,大分ス,大分,2,0,山形,スカイパーフェクＴＶ！,8511
2,03/09,2,3,14:05,小瀬,甲府,0,2,福岡,Ｊスカイスポーツ（録）,5381
3,03/09,2,4,15:00,平塚,湘南,2,1,水戸,スカイパーフェクＴＶ！（録）,4007
4,03/09,2,5,15:04,三ツ沢,横浜FC,0,2,新潟,Ｊスカイスポーツ,2840
5,03/10,2,6,13:04,鳥栖,鳥栖,0,2,Ｃ大阪,スカイパーフェクＴＶ！,7214
0,03/16,3,1,15:00,ひたちな,水戸,0,1,甲府,スカイパーフェクＴＶ！（録）,2886
1,03/16,3,2,15:01,大宮,大宮,1,0,横浜FC,スカイパーフェクＴＶ！（録）,3918
2,03/16,3,3,15:04,長居２,Ｃ大阪,3,0,湘南,Ｊスカイスポーツ,4774
3,03/16,3,4,15:04,博多球,福岡,4,0,川崎Ｆ,スカイパーフェクＴＶ！,5345
4,03/17,3,5,13:00,鳥栖,鳥栖,1,0,山形,スカイパーフェクＴＶ！（録）,3011
5,03/17,3,6,13:35,新潟ス,新潟,0,1,大分,テレビ新潟／Ｊスカイスポーツ,35245
0,03/21,4,1,13:04,長居２,Ｃ大阪,2,2,川崎Ｆ,スカイパーフェクＴＶ！,4141
1,03/21,4,2,14:00,山形県,山形,2,3,甲府,スカイパーフェクＴＶ！（録）,5372
2,03/21,4,3,14:00,新潟陸,新潟,2,2,湘南,スカイパーフェクＴＶ！（録）,9125
3,03/21,4,4,14:03,大分ス,大分,2,0,鳥栖,Ｊスカイスポーツ（録）,7943
4,03/21,4,5,14:04,博多球,福岡,1,1,横浜FC,Ｊスカイスポーツ,5368
5,03/27,4,6,19:00,ひたちな,水戸,1,0,大宮,スカイパーフェクＴＶ！（録）,1169
0,03/24,5,1,13:00,夢の島,横浜FC,1,2,大分,Ｊスカイスポーツ（録）,2395
1,03/24,5,2,13:01,鳥栖,鳥栖,1,1,新潟,スカイパーフェクＴＶ！（録）,2507
2,03/24,5,3,14:00,等々力,川崎Ｆ,1,0,水戸,スカイパーフェクＴＶ！（録）,3393
3,03/24,5,4,14:04,大宮,大宮,2,0,福岡,Ｊスカイスポーツ,6238
4,03/24,5,5,15:00,平塚,湘南,0,1,山形,スカイパーフェクＴＶ！（録）,4028
5,03/24,5,6,15:05,小瀬,甲府,1,3,Ｃ大阪,山梨放送／スカイパーフェクＴＶ！,5759
0,03/30,6,1,14:00,山形県,山形,1,1,新潟,山形テレビ／スカイパーフェクＴＶ！,3721
1,03/30,6,2,14:00,ひたちな,水戸,3,0,鳥栖,スカイパーフェクＴＶ！（録）,1345
2,03/30,6,3,14:00,小瀬,甲府,1,0,大宮,スカイパーフェクＴＶ！（録）,3247
3,03/30,6,4,14:00,博多球,福岡,1,1,湘南,Ｊスカイスポーツ（録）,4515
4,03/30,6,5,14:04,長居２,Ｃ大阪,0,3,大分,Ｊスカイスポーツ,5910
5,03/30,6,6,15:00,横浜国,横浜FC,2,3,川崎Ｆ,スカイパーフェクＴＶ！（録）,10581
0,04/06,7,1,14:00,山形県,山形,2,0,水戸,スカイパーフェクＴＶ！（録）,2989
1,04/06,7,2,14:00,大分ス,大分,2,3,大宮,ＮＨＫ大分／Ｊスカイスポーツ（録）,11043
2,04/06,7,3,14:04,長居２,Ｃ大阪,1,1,横浜FC,テレビ大阪（録）／スカイパーフェクＴＶ！,4702
